CLAIMNUM,STATE,CLASS,PAID
32751,STATE 15,C71,556.82
12993,STATE 04,C7A,547.9
22766,STATE 02,C11,538.16
31125,STATE 06,C7 ,528.83
32182,STATE 01,C7 ,523.73
9704,STATE 01,C71,504.91
31826,STATE 17,C71,504.63
28990,STATE 15,C71,504.47
3902,STATE 02,C1B,500
27714,STATE 04,C7B,497.37
16585,STATE 04,C7 ,497
17416,STATE 02,C11,496.92
21976,STATE 06,C1 ,490
11450,STATE 02,C71,487.8
8939,STATE 12,C7B,487.51
6081,STATE 02,C1B,483.74
19263,STATE 02,C7 ,470.99
23658,STATE 03,C7 ,464.86
10564,STATE 15,C1B,459.88
27405,STATE 04,C72,442.7
16917,STATE 03,C7B,436.37
2123,STATE 10,C7B,428.52
24865,STATE 15,C1 ,427.46
22900,STATE 04,C7B,427.35
33015,STATE 02,C1B,427.3
23552,STATE 06,C1 ,420
32994,STATE 02,C1B,405.33
6492,STATE 03,C7B,403.56
412,STATE 10,C71,403.14
4925,STATE 03,C1B,401.79
3848,STATE 17,C71,400.47
18298,STATE 15,C71,400
32532,STATE 15,C71,399.57
24744,STATE 15,C11,398.25
8886,STATE 12,C2 ,392.09
23354,STATE 07,C71,384.77
28209,STATE 15,C71,381.94
28663,STATE 02,F7 ,381.39
31976,STATE 15,C1B,381.25
10288,STATE 15,C1B,362.15
17709,STATE 07,C7B,356.87
10545,STATE 04,C71,355.86
18175,STATE 04,C71,354.8
4100,STATE 10,C11,351.12
15511,STATE 02,C1 ,350
20135,STATE 07,F71,336
18563,STATE 02,C7B,324.54
19895,STATE 12,C1B,322.48
28795,STATE 02,C1B,312.28
6791,STATE 02,C1B,310.9
2027,STATE 06,C1B,296.86
8381,STATE 12,C1B,295.32
33744,STATE 06,C7 ,291.08
23380,STATE 15,C7 ,291.01
7406,STATE 15,C2 ,287.02
17488,STATE 17,C7 ,272.48
3446,STATE 02,C1B,267.27
21635,STATE 07,C71,260.61
26270,STATE 06,C1 ,258.09
12318,STATE 02,C7 ,250
8434,STATE 15,C2 ,235.95
32102,STATE 02,C1B,227.61
27599,STATE 15,C11,204.29
7769,STATE 02,C1B,200
838,STATE 15,C1B,198.61
19212,STATE 06,C1B,175
23675,STATE 15,C71,170.73
30502,STATE 04,C71,125
11258,STATE 15,C7 ,123.32
18783,STATE 06,C1A,90.64
30826,STATE 07,C71,85.38
30908,STATE 15,C11,42.59
11016,STATE 15,C11,9.5
17729,STATE 13,C1B,16140.95
22582,STATE 02,C71,12582.27
23788,STATE 02,C7B,11936.29
1505,STATE 17,C71,11055.99
10593,STATE 12,C1B,10836.4
1092,STATE 10,C1B,10218.82
4465,STATE 02,C11,9963.09
25606,STATE 13,C7B,9523.22
3305,STATE 10,C1 ,8687.61
19293,STATE 12,C1B,8534.72
7667,STATE 15,C7 ,7807.72
9793,STATE 17,C71,7758.57
13334,STATE 13,C7B,7141.83
32075,STATE 15,C7 ,6937.9
7707,STATE 04,C71,6890.65
19090,STATE 10,C1 ,6884.15
15932,STATE 04,C7A,6731.46
13571,STATE 14,C11,6706.5
8336,STATE 12,C1A,6500.9
9203,STATE 06,C7B,6381.34
2599,STATE 15,C7B,6345.53
21928,STATE 06,C7B,6193.21
20850,STATE 02,C7B,6083.65
25060,STATE 06,C1B,5906.95
6543,STATE 15,C7C,5691.37
7769,STATE 02,C1B,5643.51
32056,STATE 15,C11,5489.32
15429,STATE 10,C11,5389.99
19998,STATE 17,C71,5124.67
120,STATE 10,C1B,5031.57
21521,STATE 15,C7B,4990.66
8647,STATE 15,C7B,4933.88
23961,STATE 15,C1B,4914.98
30948,STATE 17,C7B,4912.47
11364,STATE 15,C1B,4885.31
15195,STATE 03,C11,4778
27960,STATE 13,C7B,4648.92
9647,STATE 06,C7 ,4617.68
4780,STATE 06,C1 ,4531.64
15529,STATE 15,C71,4460.55
22537,STATE 06,C7C,4406.56
14144,STATE 15,C7 ,4345.64
25802,STATE 10,C1C,4216.14
9714,STATE 02,C7C,4158.09
22942,STATE 17,C71,4157.65
12091,STATE 06,C7B,4097.87
581,STATE 10,C1 ,4043.29
30483,STATE 04,C71,3864
21521,STATE 13,C7 ,3858.47
21280,STATE 07,C71,3846.6
33883,STATE 02,C11,3759.82
5304,STATE 17,C71,3729.71
25732,STATE 15,C11,3650.51
7005,STATE 02,C1B,3562.93
3874,STATE 04,C7 ,3407.25
27599,STATE 03,C7 ,3375.12
32594,STATE 02,C71,3311.53
9223,STATE 06,C7A,3296.29
11308,STATE 15,C7 ,3280.39
29193,STATE 02,C71,3259.71
12544,STATE 12,C7B,3181.1
2388,STATE 02,C1B,3139.38
29447,STATE 15,C71,3110.34
30913,STATE 06,C7 ,3037.06
31383,STATE 07,C7A,3012.69
8115,STATE 07,C7 ,2971.4
24750,STATE 17,F71,2953.78
5340,STATE 03,C7B,2885.43
18576,STATE 02,C11,2883.95
30490,STATE 17,C71,2883.17
11094,STATE 14,C11,2784.06
21006,STATE 15,C1 ,2771.98
23098,STATE 10,C7B,2742.6
27405,STATE 02,C1B,2737.75
2404,STATE 17,C71,2693.15
3668,STATE 04,C7 ,2676.31
4116,STATE 17,C71,2649.87
5949,STATE 02,C7 ,2637.04
20717,STATE 12,C71,2636.06
21537,STATE 04,C71,2630.23
3580,STATE 15,C7 ,2624
6680,STATE 02,C7B,2620
7406,STATE 13,C7 ,2618.61
19614,STATE 15,C7B,2613.43
12985,STATE 10,C71,2612.98
25417,STATE 12,C11,2572.15
5,STATE 02,C71,2568.88
32142,STATE 15,C1 ,2545
13304,STATE 06,C1B,2530.16
15848,STATE 17,C71,2497.95
32022,STATE 02,C1 ,2465.76
25383,STATE 06,C7B,2465
11134,STATE 04,C7 ,2455.58
23984,STATE 13,C7 ,2449.76
3510,STATE 15,C1A,2395.98
30948,STATE 06,C7B,2375.51
33150,STATE 03,C7 ,2330.36
18204,STATE 02,C1 ,2305
9437,STATE 07,C7 ,2299.6
23933,STATE 17,C7B,2285.29
7647,STATE 07,C71,2263.37
19913,STATE 02,C7B,2232.12
24975,STATE 06,C7B,2230.84
9134,STATE 12,C1B,2182.08
9246,STATE 06,C1 ,2149
6882,STATE 06,C11,2131
27960,STATE 13,C7B,2107.68
7883,STATE 02,C7B,2100
17994,STATE 15,C7 ,2036.48
17791,STATE 17,C71,2011.07
4188,STATE 10,C71,1973.7
31023,STATE 15,C71,1942.91
631,STATE 14,C11,1899.84
631,STATE 15,C11,1899
22873,STATE 15,C71,1895.52
26310,STATE 13,C7C,1885.16
27551,STATE 04,C71,1862.47
1840,STATE 02,C7B,1821.77
26070,STATE 06,C1A,1812.69
27507,STATE 01,C7 ,1784.33
9553,STATE 03,C7 ,1776.97
1366,STATE 14,C71,1774.02
4231,STATE 10,C7C,1767.51
10870,STATE 03,F71,1764
32961,STATE 04,C7B,1755.97
13491,STATE 01,C7 ,1745.59
8397,STATE 03,C71,1732.5
24865,STATE 12,C1 ,1709.33
11134,STATE 15,C7C,1695.68
5514,STATE 15,C1B,1637.78
18674,STATE 15,C1B,1623.82
29187,STATE 03,C7 ,1603.93
2009,STATE 02,C7 ,1600.38
25150,STATE 10,C1 ,1593
22179,STATE 14,C7 ,1572.94
4789,STATE 04,C7 ,1558.24
33455,STATE 06,C7B,1553.72
14375,STATE 14,C71,1552.58
2388,STATE 12,C11,1552.3
15990,STATE 04,C7A,1549.73
12318,STATE 04,F71,1540.04
9806,STATE 15,C71,1515.16
34055,STATE 15,C11,1513.24
1170,STATE 13,C7B,1501.77
29837,STATE 07,C7 ,1500
9134,STATE 02,C7B,1466.35
272,STATE 13,C71,1460.05
17550,STATE 02,C71,1454.49
13818,STATE 12,C1B,1449.51
6680,STATE 04,C7B,1432.1
18215,STATE 15,C7 ,1430.98
12239,STATE 06,C1 ,1426.3
19578,STATE 15,C11,1403.65
10117,STATE 17,C72,1400
8673,STATE 15,C1B,1390.79
11030,STATE 06,C71,1374
10256,STATE 06,C1 ,1365.5
32102,STATE 04,C7B,1352.71
22949,STATE 17,C7B,1351.65
5284,STATE 03,C71,1314.22
7135,STATE 14,C1 ,1274.23
32388,STATE 06,C7B,1268.49
27433,STATE 02,C7 ,1268.1
29075,STATE 13,C7A,1263.03
4935,STATE 03,C7 ,1261.14
14633,STATE 04,C7 ,1237.92
8338,STATE 15,C7C,1235.76
14211,STATE 07,C7 ,1234.85
31125,STATE 15,C1B,1216.36
10038,STATE 15,C1B,1200.15
16709,STATE 14,C7 ,1196.85
8699,STATE 10,C7 ,1185.21
15791,STATE 02,F1 ,1170.23
17417,STATE 15,C1B,1152.73
30932,STATE 15,C11,1148.76
19692,STATE 17,C71,1147.64
1366,STATE 01,C7 ,1137.42
33244,STATE 12,C1B,1123.29
2991,STATE 02,C1 ,1116.57
11768,STATE 15,C7A,1103.79
19877,STATE 04,C7B,1094.62
34001,STATE 04,C7C,1086.87
10997,STATE 03,C11,1082.09
14084,STATE 13,C1A,1077.83
26310,STATE 15,C7B,1074.61
27749,STATE 14,C71,1071.95
16605,STATE 04,C7 ,1064.18
33883,STATE 15,C1B,1048.92
32102,STATE 17,C7 ,1044.75
2846,STATE 15,C7 ,1040.44
32386,STATE 15,C1C,1019.18
20990,STATE 15,C7B,1013.06
1415,STATE 02,C7 ,995.3
11763,STATE 15,C71,995.03
23308,STATE 17,C71,989.29
23658,STATE 13,C7B,973.11
29273,STATE 04,C7B,972.85
26773,STATE 15,C7 ,970.7
11461,STATE 04,F71,968.8
23697,STATE 02,C11,968.58
25401,STATE 15,C11,965
31063,STATE 04,C7 ,958.04
25145,STATE 15,C7B,944
23682,STATE 03,C7 ,941.92
28329,STATE 02,C7C,925.51
24233,STATE 15,C11,919.7
29440,STATE 15,C7B,908.1
8424,STATE 06,C71,900.27
21455,STATE 01,C71,894.5
3717,STATE 17,F71,894.33
15436,STATE 15,C71,874.04
25060,STATE 12,C1B,873.15
6434,STATE 02,C1B,870.75
33498,STATE 04,C71,866.37
2755,STATE 13,C1 ,863.08
11094,STATE 12,C2 ,862.33
25383,STATE 15,C1B,860.56
17885,STATE 15,C11,857.87
20677,STATE 02,C7B,854.1
29884,STATE 02,C71,852.32
5376,STATE 17,C7B,840.58
15195,STATE 15,C7 ,835.13
16703,STATE 15,C71,833.33
20210,STATE 15,C7B,824.05
30793,STATE 15,C7B,812.41
13841,STATE 17,C71,808.49
28766,STATE 06,C7 ,804.64
14101,STATE 07,C71,803.48
11883,STATE 03,C7B,802.66
28653,STATE 02,C71,785
16532,STATE 12,C1 ,783.52
25585,STATE 04,C71,769.15
15195,STATE 15,C11,768.07
16126,STATE 06,C7B,765.74
27798,STATE 02,C7B,762
7999,STATE 13,C11,750
23404,STATE 01,C71,748.73
26239,STATE 06,C7 ,747.82
3667,STATE 03,F1 ,746.67
24954,STATE 15,C1 ,736.48
18576,STATE 15,C71,730.49
9806,STATE 06,C1B,718.75
18271,STATE 04,C7B,715.64
17020,STATE 15,C11,714.74
33054,STATE 02,C71,713.73
13236,STATE 04,C7B,710.57
29702,STATE 06,C1 ,703.96
24896,STATE 07,C71,701.15
32594,STATE 06,C7 ,700.59
10862,STATE 15,C7 ,698.45
2404,STATE 06,C7 ,694.7
2002,STATE 04,C7B,692.34
1743,STATE 03,C7 ,689.92
22108,STATE 14,F71,689.9
12670,STATE 06,C1 ,681.91
20850,STATE 15,C7 ,660.76
18215,STATE 02,C11,645.97
96,STATE 15,C1B,645.92
2122,STATE 14,C11,629.94
19895,STATE 02,C72,628.96
7197,STATE 02,C71,628.77
1359,STATE 15,C7B,622.64
27433,STATE 17,C71,612.03
15704,STATE 06,C7B,611.57
16495,STATE 15,C71,593.91
11296,STATE 15,C71,590.39
25805,STATE 15,C1B,581.33
29447,STATE 17,C7 ,570.67
1590,STATE 06,C11,568.31
8529,STATE 13,C2 ,568.01
30557,STATE 15,C1B,567.11
13309,STATE 15,C71,564.48
33466,STATE 17,C7 ,562.85
23354,STATE 10,C7A,560.2
8686,STATE 02,C11,550.15
3906,STATE 03,C7 ,545.4
12993,STATE 02,C7B,542.28
5547,STATE 06,C1A,540.39
20907,STATE 15,C71,536.77
8400,STATE 02,C72,528.44
7586,STATE 15,C7B,524.56
11763,STATE 17,C71,511.5
22962,STATE 15,C7B,511.17
4184,STATE 02,C11,507.76
23472,STATE 15,C1B,505.78
25871,STATE 03,C72,501.15
34131,STATE 06,C7 ,499.51
17144,STATE 12,C71,499.29
5666,STATE 03,C7 ,497.6
32194,STATE 06,C1 ,493.58
7123,STATE 17,C71,493.3
28209,STATE 06,C7A,488.96
28294,STATE 04,C71,485.95
7723,STATE 15,C1 ,485.05
12239,STATE 03,C7 ,479.69
34166,STATE 13,C11,476.67
18698,STATE 12,C1 ,468.9
14315,STATE 15,C7B,452.45
13571,STATE 15,C7B,448.77
16709,STATE 06,C7 ,436.59
9273,STATE 02,C71,431.88
28813,STATE 02,C71,419.27
10945,STATE 15,C1 ,411.45
8136,STATE 06,C1 ,404.7
26032,STATE 03,C7 ,400.25
25378,STATE 03,C71,395.22
15022,STATE 02,C7B,395.15
20850,STATE 06,C1B,392.7
22446,STATE 06,C7 ,389.87
5642,STATE 02,C7B,382.74
13734,STATE 15,C2 ,381.07
27798,STATE 07,C71,364.49
872,STATE 10,C1 ,348.75
26738,STATE 15,C11,346.11
28942,STATE 15,C1A,343.12
30548,STATE 14,C1 ,343.01
34189,STATE 07,C71,337.12
9793,STATE 12,C7B,326.75
13930,STATE 06,C7B,323.12
20900,STATE 02,C1 ,311.11
4188,STATE 02,C1 ,309.02
8115,STATE 17,C7B,308.6
1780,STATE 15,F7 ,307.11
7707,STATE 14,C7 ,306.68
9920,STATE 15,C1B,260.94
26580,STATE 15,C71,257.18
22537,STATE 06,C1 ,256.44
34166,STATE 15,C11,255.15
136,STATE 13,C1 ,245.28
30683,STATE 15,C11,216.05
1062,STATE 02,C7C,214.5
16843,STATE 10,C11,204
24258,STATE 15,C71,200
8826,STATE 15,C7B,182.86
30791,STATE 15,C1B,159.25
155,STATE 10,C7 ,157.29
852,STATE 15,C1 ,155.55
31903,STATE 15,C7A,100.51
26708,STATE 17,C71,100
17832,STATE 04,C7B,97.61
7776,STATE 06,C7 ,97
28089,STATE 15,C71,94.49
16665,STATE 06,C7 ,76.55
8420,STATE 13,C1A,73.29
3446,STATE 13,C7 ,65.44
30932,STATE 17,C7B,64.19
15161,STATE 06,C1 ,61.34
28607,STATE 13,C7B,55
23339,STATE 15,C71,16493.89
14908,STATE 06,C1A,12840.97
17157,STATE 04,C7B,11882.08
31858,STATE 02,C7 ,11714
23675,STATE 14,C71,9886.05
7197,STATE 15,C1B,9126.38
26506,STATE 15,C1B,8695.91
20945,STATE 02,C71,8676.89
16220,STATE 15,C1B,8332.26
26347,STATE 02,C71,8247.68
28795,STATE 03,C11,8185.88
32330,STATE 02,C11,8116.02
21161,STATE 07,C7 ,7681.88
12132,STATE 07,C71,7617.74
18063,STATE 15,C7B,7470.43
18647,STATE 15,C7B,7453.37
1996,STATE 02,C7 ,7346.8
2289,STATE 06,C1B,7271.87
2473,STATE 15,C72,7020.35
17933,STATE 13,C7B,6953.43
5730,STATE 06,C1B,6852.97
17397,STATE 12,C1 ,6353.97
23788,STATE 15,C71,6224.4
9553,STATE 12,C7B,6167.91
7605,STATE 12,C71,6117.43
3298,STATE 04,C72,6080.52
10997,STATE 10,C7B,6004.24
21112,STATE 02,C71,5915.24
16408,STATE 17,C7 ,5736.48
26916,STATE 03,C71,5559.99
14679,STATE 10,C11,5556.29
25214,STATE 15,C1 ,5467.37
31841,STATE 04,C7B,5405.21
31063,STATE 02,C71,5170.83
26310,STATE 15,C71,5090.77
23675,STATE 03,C11,4836.97
20907,STATE 15,C7C,4799.3
26032,STATE 13,C11,4731.81
20050,STATE 04,C7 ,4651.87
7855,STATE 02,C71,4507.41
14050,STATE 17,C7B,4469.17
10876,STATE 10,C1B,4462.81
18671,STATE 17,C7B,4453.94
3324,STATE 07,C71,4406.27
30384,STATE 02,C11,4216.84
33662,STATE 15,C1B,4179.35
29420,STATE 10,C7C,4155.74
4517,STATE 12,C11,4134.56
18157,STATE 12,C71,4129.02
25799,STATE 02,C1A,4068.18
5340,STATE 06,C71,4013.95
17133,STATE 06,C7A,3950.69
12132,STATE 17,C71,3933.49
29167,STATE 06,C1 ,3920.72
3580,STATE 02,F7 ,3883
2002,STATE 06,C1B,3875.35
27507,STATE 03,C7 ,3807.25
14633,STATE 13,C11,3803.6
13090,STATE 02,C1B,3700
9600,STATE 15,C11,3598.43
29440,STATE 06,C1 ,3520.36
23523,STATE 06,C1 ,3492
33298,STATE 13,C1 ,3481.56
17791,STATE 06,C7 ,3479.04
20717,STATE 17,C71,3454.42
11907,STATE 07,C71,3453.87
22687,STATE 02,C2 ,3362.5
3667,STATE 17,C7B,3356.72
23472,STATE 15,C1A,3337.63
3699,STATE 06,C71,3311.42
20677,STATE 06,C7 ,3311.37
23984,STATE 17,C71,3296.37
25585,STATE 15,C11,3263.54
20167,STATE 06,C71,3208.03
25378,STATE 02,C1 ,3191.16
10129,STATE 04,C7A,3189.51
17841,STATE 10,C1B,3160
8686,STATE 10,C1B,3084.31
6543,STATE 15,C7B,3083.87
14740,STATE 04,C7B,3015.35
17841,STATE 13,C1B,3002.12
5730,STATE 06,C71,2987.49
33440,STATE 17,C7 ,2976.8
30634,STATE 15,C71,2952.27
32351,STATE 10,C7B,2940.26
11890,STATE 10,C11,2897.28
31675,STATE 07,C71,2850
23795,STATE 06,C7A,2829.38
26345,STATE 15,C7 ,2826.44
18400,STATE 12,C7B,2814.95
30925,STATE 02,C11,2732.69
20191,STATE 10,C1B,2704.34
18950,STATE 04,C71,2695.52
7218,STATE 02,C2 ,2689.84
23472,STATE 11,C2 ,2679.83
97,STATE 15,C7 ,2675.56
7972,STATE 06,C11,2607.72
9134,STATE 02,C1B,2579.5
9714,STATE 07,C7B,2545.65
21942,STATE 02,C7B,2514.96
6330,STATE 14,C71,2500
12843,STATE 15,C7 ,2500
29133,STATE 02,C7 ,2483.38
27265,STATE 02,C1B,2479.37
16665,STATE 15,C2 ,2472.16
14633,STATE 02,C2 ,2464.86
9224,STATE 10,C1B,2456.67
14740,STATE 15,C11,2445.76
6869,STATE 06,C7B,2421.33
9647,STATE 06,C7B,2397.27
16137,STATE 01,C11,2381.3
23795,STATE 15,C1 ,2372.43
26869,STATE 06,C71,2369.84
21404,STATE 07,C7C,2355
26918,STATE 02,C1B,2354.25
34055,STATE 02,C1B,2353.79
26546,STATE 06,C1A,2334.63
21215,STATE 03,C1 ,2334.15
4409,STATE 14,C11,2315.66
27470,STATE 14,C11,2249.16
7748,STATE 02,C11,2231.46
685,STATE 15,C7B,2226
7160,STATE 04,C71,2195.29
2154,STATE 02,C71,2193.83
3147,STATE 02,C1 ,2174.44
25285,STATE 12,C71,2154.34
32026,STATE 06,C1 ,2152.01
20487,STATE 13,C7B,2146.29
25235,STATE 13,C1B,2136.97
16295,STATE 13,C7B,2125.43
17157,STATE 14,C7 ,2113.8
1415,STATE 15,C7 ,2109.56
14679,STATE 15,C7B,2082.47
18145,STATE 02,C1 ,2078.19
11936,STATE 02,C7B,2045.36
15529,STATE 02,C7B,2007
28945,STATE 15,C11,2006.62
26613,STATE 13,C71,1997.5
14893,STATE 06,C11,1997.36
23682,STATE 02,F7 ,1986.5
1063,STATE 06,C11,1972.13
251,STATE 07,C71,1927.92
33883,STATE 10,C7B,1922.13
13700,STATE 02,C1 ,1900.36
2691,STATE 04,C1C,1893.43
26247,STATE 17,C7 ,1880.55
21562,STATE 17,C71,1877.04
11296,STATE 07,C71,1871.45
20471,STATE 02,C7B,1852.39
12581,STATE 02,C1A,1851.72
29702,STATE 13,C71,1835.11
16842,STATE 17,C71,1835
2121,STATE 06,C11,1808
18985,STATE 14,F7 ,1805.64
22687,STATE 10,C11,1799.75
13748,STATE 06,C7 ,1799.66
19796,STATE 04,C7 ,1758.08
31052,STATE 17,C7B,1737.09
25235,STATE 07,C71,1729.19
32961,STATE 10,C11,1727.14
7263,STATE 04,C7B,1722.39
13,STATE 04,C71,1718.52
3995,STATE 02,C71,1716.48
8300,STATE 06,C7 ,1713.09
17373,STATE 15,C71,1682.32
23543,STATE 15,C1B,1664.75
24745,STATE 04,C7 ,1659.39
22189,STATE 02,C7B,1656.74
1918,STATE 02,C11,1638.61
26338,STATE 15,C11,1635
28984,STATE 04,C1B,1624.7
32075,STATE 10,C1B,1603.73
22728,STATE 15,C7 ,1586.12
34001,STATE 15,C1B,1563.22
22001,STATE 15,C11,1562.74
2473,STATE 02,C7 ,1554.65
1743,STATE 17,C7B,1542.63
4684,STATE 15,C71,1540.89
17022,STATE 15,C1 ,1532.37
22582,STATE 15,C1B,1525.54
30263,STATE 07,C7 ,1522.28
9246,STATE 15,C7B,1515.82
30431,STATE 15,C1B,1508.02
33841,STATE 04,C7B,1504.31
16026,STATE 13,C7B,1493.88
24954,STATE 02,C7 ,1482.41
3093,STATE 12,C1 ,1467.47
17098,STATE 15,C7B,1450.66
4116,STATE 11,C1B,1450
21839,STATE 03,C7C,1438.06
26239,STATE 03,C71,1436.79
6118,STATE 04,C7B,1434.74
21570,STATE 02,C11,1434.16
33265,STATE 02,C7 ,1425.75
20278,STATE 13,C7 ,1417.96
6323,STATE 06,C7B,1408.97
18215,STATE 10,C71,1407.91
96,STATE 06,C11,1400
27202,STATE 14,C71,1375.26
3717,STATE 15,C7B,1350
29351,STATE 02,C7B,1348.14
5382,STATE 10,C1B,1339.19
34220,STATE 04,C71,1321.31
29218,STATE 12,C1B,1311.36
24975,STATE 01,C11,1266.74
27405,STATE 04,C71,1263.97
17841,STATE 04,C7B,1263.22
26572,STATE 14,C7 ,1261.83
19042,STATE 12,C1B,1261.15
30932,STATE 10,C11,1259.68
19901,STATE 15,C71,1250
23380,STATE 12,C1B,1247.34
28455,STATE 06,C7 ,1234.27
24233,STATE 12,C2 ,1220.37
28990,STATE 17,C71,1205.26
9273,STATE 17,C71,1204.08
30901,STATE 14,C1 ,1202.04
20301,STATE 04,C7B,1200
11364,STATE 12,C1B,1185.21
20071,STATE 02,C7 ,1184.54
10129,STATE 13,C11,1180.45
24594,STATE 07,C7B,1178.97
10876,STATE 02,C7B,1162.77
25406,STATE 02,C7B,1157.56
29169,STATE 06,C1B,1156.38
18765,STATE 15,C11,1155.18
20945,STATE 04,C7B,1154.64
19933,STATE 02,C1 ,1152.08
27276,STATE 02,C1B,1150.72
25438,STATE 02,C1B,1139.36
14186,STATE 06,C1B,1121.22
26989,STATE 01,C11,1120
18647,STATE 02,C1C,1118.96
26456,STATE 04,C7C,1091.06
5800,STATE 06,C71,1084.3
17726,STATE 02,C1B,1071.7
5359,STATE 07,C7B,1071.44
11117,STATE 15,C1 ,1070.34
6295,STATE 10,C1 ,1056.89
6869,STATE 15,C1B,1040.58
29420,STATE 13,C1 ,1038.76
6976,STATE 15,C71,1037.08
30164,STATE 15,C1B,1029.67
28607,STATE 15,C1 ,1024.8
19882,STATE 15,C2 ,1021.35
14992,STATE 02,C7B,1019.76
7109,STATE 07,C11,1012.73
26916,STATE 15,C1 ,1000.17
21103,STATE 03,C1A,1000
29765,STATE 13,C1B,992.95
14517,STATE 06,C7 ,991.26
1784,STATE 06,C1B,989
3763,STATE 17,C7A,983.23
17635,STATE 15,C2 ,977.32
3546,STATE 13,C71,970
17144,STATE 17,C71,960.4
30548,STATE 07,C7 ,958.87
32480,STATE 15,C7B,956.84
11915,STATE 04,C7C,954.26
3067,STATE 06,C1A,949.15
28220,STATE 17,C7C,948.35
21161,STATE 02,C7B,946.91
28157,STATE 15,C7B,942.04
18142,STATE 17,C7 ,941.73
31383,STATE 10,C1 ,939.13
155,STATE 02,C7B,935.97
3848,STATE 06,C1A,925.48
2470,STATE 06,C1B,922.15
16327,STATE 06,C1 ,914.11
4465,STATE 15,C11,912.89
19425,STATE 06,C7B,891.16
33865,STATE 04,C71,891
11332,STATE 04,C71,885.61
20695,STATE 15,C1B,885.1
2325,STATE 15,C11,882.83
30932,STATE 15,C7C,870.77
6697,STATE 06,C11,867.75
8686,STATE 15,C72,865.94
21215,STATE 15,C1B,864.02
25693,STATE 07,C71,862.57
28942,STATE 15,C71,855.74
18774,STATE 03,C11,852.2
30634,STATE 15,C7A,844.3
16585,STATE 02,F71,841.01
7477,STATE 02,C11,838.87
5380,STATE 15,C71,838.76
10129,STATE 12,C1B,832.63
4237,STATE 17,C7A,831.27
32411,STATE 01,C7 ,829.64
23543,STATE 12,C1B,828.38
4844,STATE 02,C71,824.95
16295,STATE 06,C1B,824.84
21310,STATE 06,C1A,811.23
2958,STATE 07,C71,806.22
5020,STATE 15,C71,804.24
4925,STATE 15,C7 ,800
23253,STATE 12,C1B,789.69
25435,STATE 03,C71,789.1
4409,STATE 13,C1B,788.11
20850,STATE 15,C1B,780.86
33778,STATE 15,C7 ,780.68
16958,STATE 07,C7 ,779.14
11733,STATE 15,C1B,777.6
29671,STATE 15,C71,775.79
21537,STATE 17,C71,765.09
2264,STATE 06,C1 ,764.52
10876,STATE 04,F7 ,757.8
28455,STATE 15,C7B,754.3
685,STATE 15,C1B,753.73
13013,STATE 01,C7C,738.11
6882,STATE 06,C7 ,734.38
12670,STATE 02,C7B,728.19
30164,STATE 06,C1B,725.77
32905,STATE 12,C7B,722.25
21841,STATE 03,C71,704.04
18353,STATE 15,C71,700
11258,STATE 03,C71,694.8
22728,STATE 06,C1 ,688.07
26379,STATE 15,C71,687.81
9252,STATE 02,C1B,686.98
30263,STATE 15,C1B,684.48
33882,STATE 04,C1 ,682.45
3443,STATE 04,C71,680.24
7157,STATE 10,F11,678.18
17737,STATE 15,C1 ,677.6
1101,STATE 01,C1 ,673.86
18674,STATE 06,C11,670.39
2157,STATE 03,C1 ,665.21
9793,STATE 12,C1 ,663.79
7135,STATE 02,C1B,656.78
25383,STATE 15,C1B,653.36
12598,STATE 10,C1 ,651.74
18698,STATE 03,C7 ,646.52
5666,STATE 12,C7B,641.94
5730,STATE 15,C71,641.79
28089,STATE 04,C71,627.49
10288,STATE 17,C71,624.79
10945,STATE 04,C7B,621.86
7667,STATE 06,C1B,606.83
12131,STATE 15,C1B,597.92
23788,STATE 15,C7B,594.07
22582,STATE 15,C71,588.94
2838,STATE 06,C2 ,584.08
23431,STATE 17,C1B,582.32
15954,STATE 15,C7 ,576.69
27638,STATE 07,C71,573.56
2063,STATE 02,C71,564.16
23404,STATE 03,C71,563.61
19423,STATE 10,C7B,560
18822,STATE 15,C71,549.52
14799,STATE 06,C7 ,540.88
14767,STATE 03,C71,533.72
5954,STATE 17,C71,531.21
5666,STATE 04,C72,519.62
24954,STATE 14,C71,519.54
34166,STATE 06,C1 ,517.19
11330,STATE 02,C1 ,512.5
23114,STATE 04,C71,497.26
9604,STATE 15,C7 ,493.95
26506,STATE 02,C1B,487.66
1295,STATE 13,C1B,480.61
1359,STATE 02,C71,480.1
6419,STATE 15,C71,479.54
23658,STATE 15,C1 ,470
14614,STATE 02,C11,468.33
11701,STATE 14,C1 ,459.41
4196,STATE 04,C71,455.16
7406,STATE 10,C7 ,453.55
3763,STATE 06,C11,448.56
12003,STATE 13,C1 ,446.88
9047,STATE 10,C7B,445.8
28220,STATE 03,C1B,441.8
22335,STATE 01,C1 ,436.91
21280,STATE 04,C71,431.77
11733,STATE 14,C1 ,428.38
14084,STATE 06,C1B,426.42
15436,STATE 06,C1A,422.5
33865,STATE 10,C1B,421.99
18553,STATE 02,C7 ,416.09
7035,STATE 15,C1 ,413.77
34050,STATE 15,C1 ,413.44
26080,STATE 15,C11,413.3
14806,STATE 15,C1B,409.23
20148,STATE 15,C7B,403.01
22766,STATE 12,C1B,401.8
32798,STATE 15,C11,384.41
32036,STATE 01,C1 ,384.34
